Date,season,month,site,transect,grass.nograss,temp,ph,sal,par,do,sample,dist.from.shore,ent_count,geom_mean,notes,,
6/29/2020,summer,June,Alki,E,0,12.7,8.56,32.4,5.07,8.62,1,1,1,0.3333333333,,,
6/29/2020,summer,June,Alki,E,0,12.7,8.56,32.4,5.71,8.62,2,20,1,,,,
6/29/2020,summer,June,Alki,E,0,12.7,8.56,32.4,5.68,8.62,3,40,0,,,,
6/29/2020,summer,June,Alki,E,0,12.7,8.56,32.4,6.78,8.62,4,60,0,,,,
6/29/2020,summer,June,Alki,E,0,12.7,8.56,32.4,8.45,8.62,5,80,0,,,,
6/29/2020,summer,June,Alki,E,0,12.7,8.56,32.4,14.07,8.62,6,100,0,,,,
6/29/2020,summer,June,Alki,F,0,12.7,8.56,32.4,5.07,8.62,1,1,3,4.833333333,,,
6/29/2020,summer,June,Alki,F,0,12.7,8.56,32.4,5.71,8.62,2,20,0,,,,
6/29/2020,summer,June,Alki,F,0,12.7,8.56,32.4,5.68,8.62,3,40,6,,,,
6/29/2020,summer,June,Alki,F,0,12.7,8.56,32.4,6.78,8.62,4,60,0,,,,
6/29/2020,summer,June,Alki,F,0,12.7,8.56,32.4,8.45,8.62,5,80,8,,,,
6/29/2020,summer,June,Alki,F,0,12.7,8.56,32.4,14.07,8.62,6,100,12,,,,
6/29/2020,summer,June,smithcove,A,1,11.9,8.43,31.9,24.04,8.57,1,1,12,4.166666667,sun came out,,
6/29/2020,summer,June,smithcove,A,1,11.9,8.43,31.9,29.05,8.57,2,20,2,,,,
6/29/2020,summer,June,smithcove,A,1,11.9,8.43,31.9,32.72,8.57,3,40,4,,,,
6/29/2020,summer,June,smithcove,A,1,11.9,8.43,31.9,28.01,8.57,4,60,3,,,,
6/29/2020,summer,June,smithcove,A,1,11.9,8.43,31.9,19.35,8.57,5,80,2,,,,
6/29/2020,summer,June,smithcove,A,1,11.9,8.43,31.9,18.16,8.57,6,100,2,,,,
6/29/2020,summer,June,smithcove,B,1,11.9,8.43,31.9,24.04,8.57,1,1,12,5.5,,,
6/29/2020,summer,June,smithcove,B,1,11.9,8.43,31.9,29.05,8.57,2,20,5,,,,
6/29/2020,summer,June,smithcove,B,1,11.9,8.43,31.9,32.72,8.57,3,40,2,,,,
6/29/2020,summer,June,smithcove,B,1,11.9,8.43,31.9,28.01,8.57,4,60,,,,,
6/29/2020,summer,June,smithcove,B,1,11.9,8.43,31.9,19.35,8.57,5,80,,,,,
6/29/2020,summer,June,smithcove,B,1,11.9,8.43,31.9,18.16,8.57,6,100,3,,,,
6/29/2020,summer,June,smithcove,C,1,11.9,8.43,31.9,24.04,8.57,1,1,,4,,,
6/29/2020,summer,June,smithcove,C,1,11.9,8.43,31.9,29.05,8.57,2,20,,,,,
6/29/2020,summer,June,smithcove,C,1,11.9,8.43,31.9,32.72,8.57,3,40,5,,,,
6/29/2020,summer,June,smithcove,C,1,11.9,8.43,31.9,28.01,8.57,4,60,4,,,,
6/29/2020,summer,June,smithcove,C,1,11.9,8.43,31.9,19.35,8.57,5,80,3,,,,
6/29/2020,summer,June,smithcove,C,1,11.9,8.43,31.9,18.16,8.57,6,100,,,,,
6/29/2020,summer,June,smithcove,D,1,11.9,8.43,31.9,13.1,8.57,1,1,18,5.5,,,
6/29/2020,summer,June,smithcove,D,0,11.9,8.43,31.9,17.02,8.57,2,20,5,,,,
6/29/2020,summer,June,smithcove,D,0,11.9,8.43,31.9,15.51,8.57,3,40,4,,,,
6/29/2020,summer,June,smithcove,D,0,11.9,8.43,31.9,26.96,8.57,4,60,1,,,,
6/29/2020,summer,June,smithcove,D,0,11.9,8.43,31.9,35.77,8.57,5,80,2,,,,
6/29/2020,summer,June,smithcove,D,0,11.9,8.43,31.9,27.69,8.57,6,100,3,,,,
6/29/2020,summer,June,smithcove,E,0,11.9,8.43,31.9,13.1,8.57,1,1,2,4.666666667,,,
6/29/2020,summer,June,smithcove,E,0,11.9,8.43,31.9,17.02,8.57,2,20,,,,,
6/29/2020,summer,June,smithcove,E,0,11.9,8.43,31.9,15.51,8.57,3,40,8,,,,
6/29/2020,summer,June,smithcove,E,0,11.9,8.43,31.9,26.96,8.57,4,60,,,,,
6/29/2020,summer,June,smithcove,E,0,11.9,8.43,31.9,35.77,8.57,5,80,4,,,,
6/29/2020,summer,June,smithcove,E,0,11.9,8.43,31.9,27.69,8.57,6,100,,,,,
6/29/2020,summer,June,smithcove,F,0,11.9,8.43,31.9,13.1,8.57,1,1,14,14,,,
6/29/2020,summer,June,smithcove,F,0,11.9,8.43,31.9,17.02,8.57,2,20,,,,,
6/29/2020,summer,June,smithcove,F,0,11.9,8.43,31.9,15.51,8.57,3,40,,,,,
6/29/2020,summer,June,smithcove,F,0,11.9,8.43,31.9,26.96,8.57,4,60,,,,,
6/29/2020,summer,June,smithcove,F,0,11.9,8.43,31.9,35.77,8.57,5,80,,,,,
6/29/2020,summer,June,smithcove,F,0,11.9,8.43,31.9,27.69,8.57,6,100,,,,,
7/9/2020,summer,July,GG,A,1,14.5,8.36,28.04,40.21,7.21,1,1,32,21.66666667,,,
7/9/2020,summer,July,GG,A,1,13.8,8.37,27.19,39.81,7,2,20,23,,,,
7/9/2020,summer,July,GG,A,1,13.8,8.37,28.62,23.3,6.99,3,40,19,,,,
7/9/2020,summer,July,GG,A,1,13.8,8.39,28.87,10.53,6.99,4,60,31,,,,
7/9/2020,summer,July,GG,A,1,13.8,8.4,28.71,6.73,7.01,5,80,10,,,,
7/9/2020,summer,July,GG,A,1,13.8,8.43,28.63,12.87,7.12,6,100,15,,,,
7/9/2020,summer,July,GG,B,1,14.5,8.36,28.04,40.21,7.21,1,1,24,20,,,
7/9/2020,summer,July,GG,B,1,13.8,8.37,27.19,39.81,7,2,20,18,,,,
7/9/2020,summer,July,GG,B,1,13.8,8.37,28.62,23.3,6.99,3,40,24,,,,
7/9/2020,summer,July,GG,B,1,13.8,8.39,28.87,10.53,6.99,4,60,25,,,,
7/9/2020,summer,July,GG,B,1,13.8,8.4,28.71,6.73,7.01,5,80,17,,,,
7/9/2020,summer,July,GG,B,1,13.8,8.43,28.63,12.87,7.12,6,100,12,,,,
7/9/2020,summer,July,GG,C,1,14.5,8.36,28.04,40.21,7.21,1,1,34,21.33333333,,,
7/9/2020,summer,July,GG,C,1,13.8,8.37,27.19,39.81,7,2,20,18,,,,
7/9/2020,summer,July,GG,C,1,13.8,8.37,28.62,23.3,6.99,3,40,23,,,,
7/9/2020,summer,July,GG,C,1,13.8,8.39,28.87,10.53,6.99,4,60,15,,,,
7/9/2020,summer,July,GG,C,1,13.8,8.4,28.71,6.73,7.01,5,80,21,,,,
7/9/2020,summer,July,GG,C,1,13.8,8.43,28.63,12.87,7.12,6,100,17,,,,
7/9/2020,summer,July,GG,D,1,13.8,8.46,28.46,47.59,9,1,1,49,33.5,,,
7/9/2020,summer,July,GG,D,0,13.8,8.46,24.46,47.59,7.42,2,20,75,,,,
7/9/2020,summer,July,GG,D,0,13.8,8.46,28.45,53.42,7.22,3,40,23,,,,
7/9/2020,summer,July,GG,D,0,13.8,8.45,28.55,54.4,7.15,4,60,22,,,,
7/9/2020,summer,July,GG,D,0,13.8,8.45,28.55,15.56,7.07,5,80,14,,,,
7/9/2020,summer,July,GG,D,0,13,8.44,28.88,16.18,7.07,6,100,18,,,,
7/9/2020,summer,July,GG,E,0,13.8,8.46,28.46,47.59,9,1,1,49,32.16666667,,,
7/9/2020,summer,July,GG,E,0,13.8,8.46,24.46,47.59,7.42,2,20,28,,,,
7/9/2020,summer,July,GG,E,0,13.8,8.46,28.45,53.42,7.22,3,40,24,,,,
7/9/2020,summer,July,GG,E,0,13.8,8.45,28.55,54.4,7.15,4,60,34,,,,
7/9/2020,summer,July,GG,E,0,13.8,8.45,28.55,15.56,7.07,5,80,24,,,,
7/9/2020,summer,July,GG,E,0,13,8.44,28.88,16.18,7.07,6,100,34,,,,
7/9/2020,summer,July,GG,F,0,13.8,8.46,28.46,47.59,9,1,1,42,36.66666667,,,
7/9/2020,summer,July,GG,F,0,13.8,8.46,24.46,47.59,7.42,2,20,71,,,,
7/9/2020,summer,July,GG,F,0,13.8,8.46,28.45,53.42,7.22,3,40,44,,,,
7/9/2020,summer,July,GG,F,0,13.8,8.45,28.55,54.4,7.15,4,60,24,,,,
7/9/2020,summer,July,GG,F,0,13.8,8.45,28.55,15.56,7.07,5,80,23,,,,
7/9/2020,summer,July,GG,F,0,13,8.44,28.88,16.18,7.07,6,100,16,,,,
8/21/2020,summer,August,GG,A,1,14.9,8.52,30.6,8.79,7.8,1,1,97,60,cloudy day,,
8/21/2020,summer,August,GG,A,1,15,8.53,29.5,11.6,7.69,2,20,75,,,,
8/21/2020,summer,August,GG,A,1,14.9,8.52,30.41,8.06,7.2,3,40,75,,,,
8/21/2020,summer,August,GG,A,1,14.5,8.5,31.12,4.3,7.08,4,60,51,,,,
8/21/2020,summer,August,GG,A,1,14.2,8.5,31.64,4.14,7.01,5,80,32,,,,
8/21/2020,summer,August,GG,A,1,14,8.48,32.21,4.69,6.8,6,100,30,,,,
8/21/2020,summer,August,GG,B,1,14.9,8.52,30.6,8.79,7.8,1,1,108,61.83333333,,,
8/21/2020,summer,August,GG,B,1,15,8.53,29.5,11.6,7.69,2,20,79,,,,
8/21/2020,summer,August,GG,B,1,14.9,8.52,30.41,8.06,7.2,3,40,52,,,,
8/21/2020,summer,August,GG,B,1,14.5,8.5,31.12,4.3,7.08,4,60,46,,,,
8/21/2020,summer,August,GG,B,1,14.2,8.5,31.64,4.14,7.01,5,80,74,,,,
8/21/2020,summer,August,GG,B,1,14,8.48,32.21,4.69,6.8,6,100,12,,,,
8/21/2020,summer,August,GG,C,1,14.9,8.52,30.6,8.79,7.8,1,1,145,69.16666667,,,
8/21/2020,summer,August,GG,C,1,15,8.53,29.5,11.6,7.69,2,20,72,,,,
8/21/2020,summer,August,GG,C,1,14.9,8.52,30.41,8.06,7.2,3,40,80,,,,
8/21/2020,summer,August,GG,C,1,14.5,8.5,31.12,4.3,7.08,4,60,58,,,,
8/21/2020,summer,August,GG,C,1,14.2,8.5,31.64,4.14,7.01,5,80,45,,,,
8/21/2020,summer,August,GG,C,1,14,8.48,32.21,4.69,6.8,6,100,15,,,,
8/21/2020,summer,August,GG,D,1,15.6,8.45,30.54,8.6,6.62,1,1,142,67,,,
8/21/2020,summer,August,GG,D,0,14.9,8.46,29.68,13.6,6.63,2,20,86,,,,
8/21/2020,summer,August,GG,D,0,14.8,8.46,30.64,9.84,6.77,3,40,45,,,,
8/21/2020,summer,August,GG,D,0,14.8,8.45,30.88,4.43,6.79,4,60,95,,,,
8/21/2020,summer,August,GG,D,0,14.2,8.44,32.61,5.31,6.79,5,80,25,,,,
8/21/2020,summer,August,GG,D,0,14,8.44,32.2,5.4,6.73,6,100,9,,,,
8/21/2020,summer,August,GG,E,0,15.6,8.45,30.54,8.6,6.62,1,1,152,68.66666667,,,
8/21/2020,summer,August,GG,E,0,14.9,8.46,29.68,13.6,6.63,2,20,133,,,,
8/21/2020,summer,August,GG,E,0,14.8,8.46,30.64,9.84,6.77,3,40,50,,,,
8/21/2020,summer,August,GG,E,0,14.8,8.45,30.88,4.43,6.79,4,60,48,,,,
8/21/2020,summer,August,GG,E,0,14.2,8.44,32.61,5.31,6.79,5,80,22,,,,
8/21/2020,summer,August,GG,E,0,14,8.44,32.2,5.4,6.73,6,100,7,,,,
8/21/2020,summer,August,GG,F,0,15.6,8.45,30.54,8.6,6.62,1,1,123,66.5,,,
8/21/2020,summer,August,GG,F,0,14.9,8.46,29.68,13.6,6.63,2,20,52,,,,
8/21/2020,summer,August,GG,F,0,14.8,8.46,30.64,9.84,6.77,3,40,85,,,,
8/21/2020,summer,August,GG,F,0,14.8,8.45,30.88,4.43,6.79,4,60,107,,marina boat traffic stream?,,
8/21/2020,summer,August,GG,F,0,14.2,8.44,32.61,5.31,6.79,5,80,21,,,,
8/21/2020,summer,August,GG,F,0,14,8.44,32.2,5.4,6.73,6,100,11,,,,
8/25/2020,summer,August,Alki,A,1,13.6,8.11,33.04,38.55,7.84,1,1,19,4.666666667,,,
8/25/2020,summer,August,Alki,A,1,13.7,8.1,33.03,22.68,7.57,2,20,5,,,,
8/25/2020,summer,August,Alki,A,1,13.6,8.08,33.07,22.62,7.09,3,40,0,,,,
8/25/2020,summer,August,Alki,A,1,13.6,8.07,33.07,21,6.95,4,60,1,,,,
8/25/2020,summer,August,Alki,A,1,14.1,8.07,33.08,23.65,6.87,5,80,0,,,,
8/25/2020,summer,August,Alki,A,1,14.5,8.06,33.08,10.65,6.56,6,100,3,,,,
8/25/2020,summer,August,Alki,B,1,13.6,8.11,33.04,38.55,7.84,1,1,8,6.166666667,,,
8/25/2020,summer,August,Alki,B,1,13.7,8.1,33.03,22.68,7.57,2,20,14,,,,
8/25/2020,summer,August,Alki,B,1,13.6,8.08,33.07,22.62,7.09,3,40,2,,,,
8/25/2020,summer,August,Alki,B,1,13.6,8.07,33.07,21,6.95,4,60,4,,,,
8/25/2020,summer,August,Alki,B,1,14.1,8.07,33.08,23.65,6.87,5,80,0,,,,
8/25/2020,summer,August,Alki,B,1,14.5,8.06,33.08,10.65,6.56,6,100,9,,,,
8/25/2020,summer,August,Alki,C,1,13.6,8.11,33.04,38.55,7.84,1,1,16,4.333333333,,,
8/25/2020,summer,August,Alki,C,1,13.7,8.1,33.03,22.68,7.57,2,20,2,,,,
8/25/2020,summer,August,Alki,C,1,13.6,8.08,33.07,22.62,7.09,3,40,7,,,,
8/25/2020,summer,August,Alki,C,1,13.6,8.07,33.07,21,6.95,4,60,1,,,,
8/25/2020,summer,August,Alki,C,1,14.1,8.07,33.08,23.65,6.87,5,80,0,,,,
8/25/2020,summer,August,Alki,C,1,14.5,8.06,33.08,10.65,6.56,6,100,0,,,,
8/25/2020,summer,August,Alki,D,1,13.8,8.06,25.13,33.66,7.13,1,1,4,3,,,
8/25/2020,summer,August,Alki,D,0,14.6,8.06,33.13,21.54,7.05,2,20,1,,,,
8/25/2020,summer,August,Alki,D,0,13.7,8.07,33.04,15.77,6.89,3,40,1,,,,
8/25/2020,summer,August,Alki,D,0,14.4,8.07,33.06,22.05,6.41,4,60,11,,sunny and clear!,,
8/25/2020,summer,August,Alki,D,0,14.1,8.08,33.08,22.71,6.44,5,80,0,,,,
8/25/2020,summer,August,Alki,D,0,13.9,8.05,33.05,13.38,6.48,6,100,1,,,,
8/25/2020,summer,August,Alki,E,0,13.8,8.06,25.13,33.66,7.13,1,1,3,2.333333333,,,
8/25/2020,summer,August,Alki,E,0,14.6,8.06,33.13,21.54,7.05,2,20,1,,,,
8/25/2020,summer,August,Alki,E,0,13.7,8.07,33.04,15.77,6.89,3,40,7,,,,
8/25/2020,summer,August,Alki,E,0,14.4,8.07,33.06,22.05,6.41,4,60,0,,,,
8/25/2020,summer,August,Alki,E,0,14.1,8.08,33.08,22.71,6.44,5,80,2,,,,
8/25/2020,summer,August,Alki,E,0,13.9,8.05,33.05,13.38,6.48,6,100,1,,,,
8/25/2020,summer,August,Alki,F,0,13.8,8.06,25.13,33.66,7.13,1,1,10,12.16666667,,,
8/25/2020,summer,August,Alki,F,0,14.6,8.06,33.13,21.54,7.05,2,20,1,,,,
8/25/2020,summer,August,Alki,F,0,13.7,8.07,33.04,15.77,6.89,3,40,0,,,,
8/25/2020,summer,August,Alki,F,0,14.4,8.07,33.06,22.05,6.41,4,60,10,,,,
8/25/2020,summer,August,Alki,F,0,14.1,8.08,33.08,22.71,6.44,5,80,46,,,,
8/25/2020,summer,August,Alki,F,0,13.9,8.05,33.05,13.38,6.48,6,100,6,,,,
8/25/2020,summer,August,smithcove,A,1,13.7,8.22,32.56,23.6,8.42,1,1,27,12.33333333,,,
8/25/2020,summer,August,smithcove,A,1,13.8,8.2,32.47,16.85,8.25,2,20,15,,,,
8/25/2020,summer,August,smithcove,A,1,13.6,8.14,32.47,14.86,7.1,3,40,21,,,,
8/25/2020,summer,August,smithcove,A,1,13.6,8.13,32.54,12.48,6.92,4,60,0,,,,
8/25/2020,summer,August,smithcove,A,1,13.8,8.1,32.59,12.66,6.98,5,80,2,,,,
8/25/2020,summer,August,smithcove,A,1,13.6,8.1,32.55,14.28,6.54,6,100,9,,,,
8/25/2020,summer,August,smithcove,B,1,13.7,8.22,32.56,23.6,8.42,1,1,10,13.5,,,
8/25/2020,summer,August,smithcove,B,1,13.8,8.2,32.47,16.85,8.25,2,20,30,,,,
8/25/2020,summer,August,smithcove,B,1,13.6,8.14,32.47,14.86,7.1,3,40,17,,,,
8/25/2020,summer,August,smithcove,B,1,13.6,8.13,32.54,12.48,6.92,4,60,18,,,,
8/25/2020,summer,August,smithcove,B,1,13.8,8.1,32.59,12.66,6.98,5,80,6,,,,
8/25/2020,summer,August,smithcove,B,1,13.6,8.1,32.55,14.28,6.54,6,100,0,,,,
8/25/2020,summer,August,smithcove,C,1,13.7,8.22,32.56,23.6,8.42,1,1,37,13.83333333,,,
8/25/2020,summer,August,smithcove,C,1,13.8,8.2,32.47,16.85,8.25,2,20,9,,,,
8/25/2020,summer,August,smithcove,C,1,13.6,8.14,32.47,14.86,7.1,3,40,12,,,,
8/25/2020,summer,August,smithcove,C,1,13.6,8.13,32.54,12.48,6.92,4,60,23,,,,
8/25/2020,summer,August,smithcove,C,1,13.8,8.1,32.59,12.66,6.98,5,80,2,,,,
8/25/2020,summer,August,smithcove,C,1,13.6,8.1,32.55,14.28,6.54,6,100,0,,,,
8/25/2020,summer,August,smithcove,D,1,14.2,8.05,32.54,8.44,7.38,1,1,39,18.33333333,,,
8/25/2020,summer,August,smithcove,D,0,13.8,8.05,32.51,25.22,6.2,2,20,8,,,,
8/25/2020,summer,August,smithcove,D,0,13.8,8.07,32.53,16.41,6.74,3,40,0,,,,
8/25/2020,summer,August,smithcove,D,0,14,8.07,32.49,12.2,6.49,4,60,22,,,,
8/25/2020,summer,August,smithcove,D,0,13.8,8.1,32.59,10.62,7.06,5,80,40,,,,
8/25/2020,summer,August,smithcove,D,0,13.9,8.08,32.55,11.62,7.08,6,100,1,,,,
8/25/2020,summer,August,smithcove,E,0,14.2,8.05,32.54,8.44,7.38,1,1,1,2.166666667,,,
8/25/2020,summer,August,smithcove,E,0,13.8,8.05,32.51,25.22,6.2,2,20,3,,,,
8/25/2020,summer,August,smithcove,E,0,13.8,8.07,32.53,16.41,6.74,3,40,0,,,,
8/25/2020,summer,August,smithcove,E,0,14,8.07,32.49,12.2,6.49,4,60,0,,,,
8/25/2020,summer,August,smithcove,E,0,13.8,8.1,32.59,10.62,7.06,5,80,7,,,,
8/25/2020,summer,August,smithcove,E,0,13.9,8.08,32.55,11.62,7.08,6,100,2,,,,
8/25/2020,summer,August,smithcove,F,0,14.2,8.05,32.54,8.44,7.38,1,1,2,7.666666667,,,
8/25/2020,summer,August,smithcove,F,0,13.8,8.05,32.51,25.22,6.2,2,20,16,,sunny and clear!,,
8/25/2020,summer,August,smithcove,F,0,13.8,8.07,32.53,16.41,6.74,3,40,0,,,,
8/25/2020,summer,August,smithcove,F,0,14,8.07,32.49,12.2,6.49,4,60,0,,,,
8/25/2020,summer,August,smithcove,F,0,13.8,8.1,32.59,10.62,7.06,5,80,28,,,,
8/25/2020,summer,August,smithcove,F,0,13.9,8.08,32.55,11.62,7.08,6,100,0,,,,
10/16/2020,fall,October,GG,A,1,12.7,8.48,31.29,0.67,7.39,1,1,122,100.3333333,,,
10/16/2020,fall,October,GG,A,1,12.7,8.43,31.76,1.17,6.27,2,20,108,,,,
10/16/2020,fall,October,GG,A,1,12.6,8.41,32.26,1.07,6.19,3,40,145,,,,
10/16/2020,fall,October,GG,A,1,12.6,8.38,33.11,0.75,5.74,4,60,52,,,,
10/16/2020,fall,October,GG,A,1,12.6,8.36,33.23,0.72,5.69,5,80,135,,,,
10/16/2020,fall,October,GG,A,1,12.6,8.33,33.23,1.22,5.6,6,100,40,,,,
10/16/2020,fall,October,GG,B,1,12.7,8.48,31.29,0.67,7.39,1,1,80,126.5,,,
10/16/2020,fall,October,GG,B,1,12.7,8.43,31.76,1.17,6.27,2,20,204,,,,
10/16/2020,fall,October,GG,B,1,12.6,8.41,32.26,1.07,6.19,3,40,80,,,,
10/16/2020,fall,October,GG,B,1,12.6,8.38,33.11,0.75,5.74,4,60,60,,,,
10/16/2020,fall,October,GG,B,1,12.6,8.36,33.23,0.72,5.69,5,80,26,,,,
10/16/2020,fall,October,GG,B,1,12.6,8.33,33.23,1.22,5.6,6,100,309,,,,
10/16/2020,fall,October,GG,C,1,12.7,8.48,31.29,0.67,7.39,1,1,35,134.6666667,,,
10/16/2020,fall,October,GG,C,1,12.7,8.43,31.76,1.17,6.27,2,20,521,,,,
10/16/2020,fall,October,GG,C,1,12.6,8.41,32.26,1.07,6.19,3,40,27,,,,
10/16/2020,fall,October,GG,C,1,12.6,8.38,33.11,0.75,5.74,4,60,23,,,,
10/16/2020,fall,October,GG,C,1,12.6,8.36,33.23,0.72,5.69,5,80,96,,,,
10/16/2020,fall,October,GG,C,1,12.6,8.33,33.23,1.22,5.6,6,100,106,,,,
10/16/2020,fall,October,GG,D,0,12.7,8.28,32.34,1.5,5.88,1,1,77,42.66666667,,,
10/16/2020,fall,October,GG,D,0,12.6,8.29,32.71,1.47,5.67,2,20,58,,,,
10/16/2020,fall,October,GG,D,0,12.6,8.29,32.21,1.59,5.5,3,40,25,,,,
10/16/2020,fall,October,GG,D,0,12.6,8.3,33.29,1.45,5.53,4,60,10,,,,
10/16/2020,fall,October,GG,D,0,12.6,8.31,33.22,1.01,5.6,5,80,74,,,,
10/16/2020,fall,October,GG,D,0,12.6,8.32,33.2,0.71,5.69,6,100,12,,,,
10/16/2020,fall,October,GG,E,0,12.7,8.28,32.34,1.5,5.88,1,1,184,90.16666667,,,
10/16/2020,fall,October,GG,E,0,12.6,8.29,32.71,1.47,5.67,2,20,15,,,,
10/16/2020,fall,October,GG,E,0,12.6,8.29,32.21,1.59,5.5,3,40,59,,,,
10/16/2020,fall,October,GG,E,0,12.6,8.3,33.29,1.45,5.53,4,60,82,,,,
10/16/2020,fall,October,GG,E,0,12.6,8.31,33.22,1.01,5.6,5,80,182,,,,
10/16/2020,fall,October,GG,E,0,12.6,8.32,33.2,0.71,5.69,6,100,19,,,,
10/16/2020,fall,October,GG,F,0,12.7,8.28,32.34,1.5,5.88,1,1,36,45,,,
10/16/2020,fall,October,GG,F,0,12.6,8.29,32.71,1.47,5.67,2,20,12,,,,
10/16/2020,fall,October,GG,F,0,12.6,8.29,32.21,1.59,5.5,3,40,41,,,,
10/16/2020,fall,October,GG,F,0,12.6,8.3,33.29,1.45,5.53,4,60,47,,,,
10/16/2020,fall,October,GG,F,0,12.6,8.31,33.22,1.01,5.6,5,80,119,,,,
10/16/2020,fall,October,GG,F,0,12.6,8.32,33.2,0.71,5.69,6,100,15,,,,
10/18/2020,fall,October,smithcove,A,1,12.8,8.39,31.24,5.08,8.11,1,1,17,150.5,,,
10/18/2020,fall,October,smithcove,A,1,12.5,8.35,31.4,3.5,6.75,2,20,24,,,,
10/18/2020,fall,October,smithcove,A,1,12.6,8.32,31.42,4.31,6.61,3,40,75,,,,
10/18/2020,fall,October,smithcove,A,1,12.6,8.3,31.44,3.59,6.45,4,60,183,,,,
10/18/2020,fall,October,smithcove,A,1,12.6,8.28,31.44,2.5,6.39,5,80,250,,,,
10/18/2020,fall,October,smithcove,A,1,12.6,8.25,31.44,1.76,6.25,6,100,354,,,,
10/18/2020,fall,October,smithcove,B,1,12.8,8.39,31.24,5.08,8.11,1,1,22,141.1666667,,,
10/18/2020,fall,October,smithcove,B,1,12.5,8.35,31.4,3.5,6.75,2,20,213,,,,
10/18/2020,fall,October,smithcove,B,1,12.6,8.32,31.42,4.31,6.61,3,40,104,,,,
10/18/2020,fall,October,smithcove,B,1,12.6,8.3,31.44,3.59,6.45,4,60,150,,,,
10/18/2020,fall,October,smithcove,B,1,12.6,8.28,31.44,2.5,6.39,5,80,202,,,,
10/18/2020,fall,October,smithcove,B,1,12.6,8.25,31.44,1.76,6.25,6,100,156,,,,
10/18/2020,fall,October,smithcove,C,1,12.8,8.39,31.24,5.08,8.11,1,1,34,49.33333333,,,
10/18/2020,fall,October,smithcove,C,1,12.5,8.35,31.4,3.5,6.75,2,20,0,,,,
10/18/2020,fall,October,smithcove,C,1,12.6,8.32,31.42,4.31,6.61,3,40,132,,,,
10/18/2020,fall,October,smithcove,C,1,12.6,8.3,31.44,3.59,6.45,4,60,58,,,,
10/18/2020,fall,October,smithcove,C,1,12.6,8.28,31.44,2.5,6.39,5,80,18,,,,
10/18/2020,fall,October,smithcove,C,1,12.6,8.25,31.44,1.76,6.25,6,100,54,,,,
10/18/2020,fall,October,smithcove,D,0,12.9,8.21,31.28,4.58,6.87,1,1,67,91,,,
10/18/2020,fall,October,smithcove,D,0,12.7,8.21,31.39,3.9,6.34,2,20,67,,,,
10/18/2020,fall,October,smithcove,D,0,12.6,8.22,31.41,1.83,6.25,3,40,34,,,,
10/18/2020,fall,October,smithcove,D,0,12.6,8.22,31.44,1.82,6.22,4,60,110,,,,
10/18/2020,fall,October,smithcove,D,0,12.6,8.23,31.43,1.22,6.16,5,80,189,,,,
10/18/2020,fall,October,smithcove,D,0,12.6,8.24,31.44,1.21,6.29,6,100,79,,,,
10/18/2020,fall,October,smithcove,E,0,12.9,8.21,31.28,4.58,6.87,1,1,78,133.1666667,,,
10/18/2020,fall,October,smithcove,E,0,12.7,8.21,31.39,3.9,6.34,2,20,250,,,,
10/18/2020,fall,October,smithcove,E,0,12.6,8.22,31.41,1.83,6.25,3,40,33,,,,
10/18/2020,fall,October,smithcove,E,0,12.6,8.22,31.44,1.82,6.22,4,60,211,,,,
10/18/2020,fall,October,smithcove,E,0,12.6,8.23,31.43,1.22,6.16,5,80,67,,,,
10/18/2020,fall,October,smithcove,E,0,12.6,8.24,31.44,1.21,6.29,6,100,160,,,,
10/18/2020,fall,October,smithcove,F,0,12.9,8.21,31.28,4.58,6.87,1,1,187,148.3333333,,,
10/18/2020,fall,October,smithcove,F,0,12.7,8.21,31.39,3.9,6.34,2,20,141,,,,
10/18/2020,fall,October,smithcove,F,0,12.6,8.22,31.41,1.83,6.25,3,40,67,,,,
10/18/2020,fall,October,smithcove,F,0,12.6,8.22,31.44,1.82,6.22,4,60,252,,,,
10/18/2020,fall,October,smithcove,F,0,12.6,8.23,31.43,1.22,6.16,5,80,101,,,,
10/18/2020,fall,October,smithcove,F,0,12.6,8.24,31.44,1.21,6.29,6,100,142,,,,
11/15/2020,fall,Novermber ,Alki,A,1,11.3,8.12,31.78,6.54,6.98,1,1,21,,,,
11/15/2020,fall,Novermber ,Alki,A,1,11.3,8.12,31.78,6.54,6.98,2,20,31,,,,
11/15/2020,fall,Novermber ,Alki,A,1,11.3,8.12,31.78,6.54,6.98,3,40,12,,,,
11/15/2020,fall,Novermber ,Alki,A,1,11.3,8.12,31.78,6.54,6.98,4,60,23,,,,
11/15/2020,fall,Novermber ,Alki,A,1,11.3,8.12,31.78,6.54,6.98,5,80,2,,,,
11/15/2020,fall,Novermber ,Alki,A,1,11.3,8.12,31.78,6.54,6.98,6,100,1,,,,
11/15/2020,fall,Novermber ,Alki,B,1,11.3,8.12,31.78,6.54,6.98,1,1,29,,,,
11/15/2020,fall,Novermber ,Alki,B,1,11.3,8.12,31.78,6.54,6.98,2,20,67,,,,
11/15/2020,fall,Novermber ,Alki,B,1,11.3,8.12,31.78,6.54,6.98,3,40,6,,,,
11/15/2020,fall,Novermber ,Alki,B,1,11.3,8.12,31.78,6.54,6.98,4,60,0,,,,
11/15/2020,fall,Novermber ,Alki,B,1,11.3,8.12,31.78,6.54,6.98,5,80,3,,,,
